AAER DATABASE IDENTIFIER,COMPUSTAT IDENTIFIER,ID,CONAME_x,CIK_x,YEARA,FYR,DATE,P_AAER_x,UNDERSTATEMENT,YEAR,CONAME_y,CIK_y,QUARTER,ANNUAL,REASON,EXPLANATION,AUDIT,BRIBES,DISCLOSURE,NODATES,OTHER,REV,REC,COGS,INV,RES,DEBT,MKT_SEC,INC_EXP_SE,ASSET,PAY,LIAB,FIGURE,P_AAER_y,AAER1,AAER2,AAER3,AAER4,AAER5,AAER6,AAER7,AAER8,AAER9,AAER10,AAER11,AAER12,AAER13,AAER14,AAER15,AAER16,AAER17,AAER18,AAER19,AAER20,AAER21,AAER22,AAER23,AAER24,AAER25,AAER26,AAER27,AAER28,AAER29,AAER30,AAER31,AAER32,AAER33,AAER34,AAER35,AAER36,AAER37,AAER38,AAER39,AAER40,AAER41,AAER42,AAER43,AAER44,AAER45,AAER46,AAER47,AAER48,AAER49,TotalAAER
"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",WORLD SURVEILLANCE GROUP INC,529,"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",919742,2003,12,12/31/03,2753,0,2003,"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",919742,1,1,,create of millions of dollars in fake invoices and call detail records to inflate revenues,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2753,3046,2753,2822,3256,3325,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",WORLD SURVEILLANCE GROUP INC,529,"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",919742,2004,12,12/31/04,2753,0,2004,"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",919742,1,1,,create of millions of dollars in fake invoices and call detail records to inflate revenues,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2753,3046,2753,2822,3256,3325,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",WORLD SURVEILLANCE GROUP INC,529,"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",919742,2005,12,12/31/05,2753,0,2005,"GlobeTel Communications Corp (a/k/a known as Sanswire Corp, now World Surveillance Group Inc.)",919742,1,1,,create of millions of dollars in fake invoices and call detail records to inflate revenues,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2753,3046,2753,2822,3256,3325,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"USA Detergents, Inc.",USA DETERGENTS INC,1275,"USA Detergents, Inc.",946816,1996,12,12/31/96,1531,0,1996,"USA Detergents, Inc.",946816,1,1,,"Ficticious sales, backdating",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1531,1531,1530,1529,1528,1527,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"Atlas Air Worldwide Holdings, Inc.",ATLAS AIR WORLDWIDE HLDG INC,131,"Atlas Air Worldwide Holdings, Inc.",1135185,2000,12,12/31/00,2588,0,2000,"Atlas Air Worldwide Holdings, Inc.",1135185,1,1,,"understated expenses for maintenance, obsolete inventory, and doubtful accounts and overstated aircraft fleet",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2588,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Atlas Air Worldwide Holdings, Inc.",ATLAS AIR WORLDWIDE HLDG INC,131,"Atlas Air Worldwide Holdings, Inc.",1135185,2001,12,12/31/01,2588,0,2001,"Atlas Air Worldwide Holdings, Inc.",1135185,1,1,,"understated expenses for maintenance, obsolete inventory, and doubtful accounts and overstated aircraft fleet",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2588,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Cutter & Buck Inc,CUTTER & BUCK INC,331,Cutter & Buck Inc,948069,1999,4,4/30/00,1832,0,2000,Cutter & Buck Inc,948069,1,1,,premature recognition and channel stuffing,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1832,2170,2154,2087,1870,1833,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Cutter & Buck Inc,CUTTER & BUCK INC,331,Cutter & Buck Inc,948069,2000,4,4/30/01,1832,0,2001,Cutter & Buck Inc,948069,1,1,,premature recognition and channel stuffing,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1832,2170,2154,2087,1870,1833,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"China Sky One Medical, Inc.",CHINA SKY ONE MEDICAL INC,261,"China Sky One Medical, Inc.",798985,2007,12,12/31/07,3404,0,2007,"China Sky One Medical, Inc.",798985,1,1,,"falsely stated that it had entered into a strategic distribution agreement with a Malaysian company, created approximately $19.8 million in phony export sales to Malaysia that were recorded as revenue",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3404,3404,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"China Sky One Medical, Inc.",CHINA SKY ONE MEDICAL INC,261,"China Sky One Medical, Inc.",798985,2008,12,12/31/08,3404,0,2008,"China Sky One Medical, Inc.",798985,1,1,,"falsely stated that it had entered into a strategic distribution agreement with a Malaysian company, created approximately $19.8 million in phony export sales to Malaysia that were recorded as revenue",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3404,3404,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Computron Software, Inc., currently named AXS-One Inc.",AXS-ONE INC,303,"Computron Software, Inc., currently named AXS-One Inc.",947427,1992,12,12/31/92,1370,0,1992,"Computron Software, Inc., currently named AXS-One Inc.",947427,1,1,,fraudlent transactions that led to overstatement of income and revenues,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Computron Software, Inc., currently named AXS-One Inc.",AXS-ONE INC,303,"Computron Software, Inc., currently named AXS-One Inc.",947427,1993,12,12/31/93,1370,0,1993,"Computron Software, Inc., currently named AXS-One Inc.",947427,1,1,,fraudlent transactions that led to overstatement of income and revenues,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Computron Software, Inc., currently named AXS-One Inc.",AXS-ONE INC,303,"Computron Software, Inc., currently named AXS-One Inc.",947427,1994,12,12/31/94,1370,0,1994,"Computron Software, Inc., currently named AXS-One Inc.",947427,1,1,,fraudlent transactions that led to overstatement of income and revenues,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Mednax (formerly Pediatrix Medical Group ),MEDNAX INC,767,Mednax (formerly Pediatrix Medical Group ),893949,1997,12,12/31/97,2943,0,1997,Mednax (formerly Pediatrix Medical Group ),893949,1,1,,backdated stock options,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2943,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Mednax (formerly Pediatrix Medical Group ),MEDNAX INC,767,Mednax (formerly Pediatrix Medical Group ),893949,1998,12,12/31/98,2943,0,1998,Mednax (formerly Pediatrix Medical Group ),893949,1,1,,backdated stock options,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2943,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Mednax (formerly Pediatrix Medical Group ),MEDNAX INC,767,Mednax (formerly Pediatrix Medical Group ),893949,1999,12,12/31/99,2943,0,1999,Mednax (formerly Pediatrix Medical Group ),893949,1,1,,backdated stock options,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2943,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GSI Group Inc.,NOVANTA INC,539,GSI Group Inc.,1076930,2004,12,12/31/04,3283,0,2004,GSI Group Inc.,1076930,1,1,,improper recognition of revenue.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3283,3281,3282,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
GSI Group Inc.,NOVANTA INC,539,GSI Group Inc.,1076930,2005,12,12/31/05,3283,0,2005,GSI Group Inc.,1076930,1,1,,improper recognition of revenue.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3283,3281,3282,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
GSI Group Inc.,NOVANTA INC,539,GSI Group Inc.,1076930,2006,12,12/31/06,3283,0,2006,GSI Group Inc.,1076930,1,1,,improper recognition of revenue.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3283,3281,3282,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
GSI Group Inc.,NOVANTA INC,539,GSI Group Inc.,1076930,2007,12,12/31/07,3283,0,2007,GSI Group Inc.,1076930,1,1,,improper recognition of revenue.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3283,3281,3282,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
RenaissanceRe Holdings Ltd.,RENAISSANCERE HOLDINGS LTD,999,RenaissanceRe Holdings Ltd.,913144,2001,12,12/31/01,2484,1,2001,RenaissanceRe Holdings Ltd.,913144,1,1,,smoothed and deferred earnings from 2001 to 2002 and 2003; understated income in 2001 and overstated income in 2002 and 2003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2484,2550,2499,2484,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
RenaissanceRe Holdings Ltd.,RENAISSANCERE HOLDINGS LTD,999,RenaissanceRe Holdings Ltd.,913144,2002,12,12/31/02,2484,0,2002,RenaissanceRe Holdings Ltd.,913144,1,1,,smoothed and deferred earnings from 2001 to 2002 and 2003; understated income in 2001 and overstated income in 2002 and 2003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2484,2550,2499,2484,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
RenaissanceRe Holdings Ltd.,RENAISSANCERE HOLDINGS LTD,999,RenaissanceRe Holdings Ltd.,913144,2003,12,12/31/03,2484,0,2003,RenaissanceRe Holdings Ltd.,913144,1,1,,smoothed and deferred earnings from 2001 to 2002 and 2003; understated income in 2001 and overstated income in 2002 and 2003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2484,2550,2499,2484,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Phar-Mor, Inc.",PHAR-MOR INC,925,"Phar-Mor, Inc.",764960,1987,6,6/30/87,667,0,1987,"Phar-Mor, Inc.",764960,1,1,,Inventory and lots of other stuff,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,667,761,675,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Phar-Mor, Inc.",PHAR-MOR INC,925,"Phar-Mor, Inc.",764960,1988,6,6/30/88,667,0,1988,"Phar-Mor, Inc.",764960,1,1,,Inventory and lots of other stuff,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,667,761,675,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Phar-Mor, Inc.",PHAR-MOR INC,925,"Phar-Mor, Inc.",764960,1989,6,6/30/89,667,0,1989,"Phar-Mor, Inc.",764960,1,1,,Inventory and lots of other stuff,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,667,761,675,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Phar-Mor, Inc.",PHAR-MOR INC,925,"Phar-Mor, Inc.",764960,1990,6,6/30/90,667,0,1990,"Phar-Mor, Inc.",764960,1,1,,Inventory and lots of other stuff,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,667,761,675,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Phar-Mor, Inc.",PHAR-MOR INC,925,"Phar-Mor, Inc.",764960,1991,6,6/30/91,667,0,1991,"Phar-Mor, Inc.",764960,1,1,,Inventory and lots of other stuff,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,667,761,675,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Phar-Mor, Inc.",PHAR-MOR INC,925,"Phar-Mor, Inc.",764960,1992,6,6/30/92,667,0,1992,"Phar-Mor, Inc.",764960,1,1,,Inventory and lots of other stuff,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,667,761,675,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Qwest Communications International, Inc.",QWEST COMMUNICATION INTL INC,986,"Qwest Communications International, Inc.",1037949,1999,12,12/31/99,2613,0,1999,"Qwest Communications International, Inc.",1037949,1,1,,Prematurely recognized revenue from Indefeasible Right of Use agreements,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2613,2283,2220,2212,2211,2210,2209,2208,2207,2127,2043,2042,2041,2040,1879,1878,1726,2613,2614,3018,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
"Qwest Communications International, Inc.",QWEST COMMUNICATION INTL INC,986,"Qwest Communications International, Inc.",1037949,2000,12,12/31/00,2613,0,2000,"Qwest Communications International, Inc.",1037949,1,1,,Prematurely recognized revenue from Indefeasible Right of Use agreements,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2613,2283,2220,2212,2211,2210,2209,2208,2207,2127,2043,2042,2041,2040,1879,1878,1726,2613,2614,3018,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
"Qwest Communications International, Inc.",QWEST COMMUNICATION INTL INC,986,"Qwest Communications International, Inc.",1037949,2001,12,12/31/01,2613,0,2001,"Qwest Communications International, Inc.",1037949,1,1,,Prematurely recognized revenue from Indefeasible Right of Use agreements,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2613,2283,2220,2212,2211,2210,2209,2208,2207,2127,2043,2042,2041,2040,1879,1878,1726,2613,2614,3018,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
"Sourcecorp, Inc. (Image Entry, Inc.)",SOURCECORP INC,1092,"Sourcecorp, Inc. (Image Entry, Inc.)",936931,2001,12,12/31/01,2480,0,2001,"Sourcecorp, Inc. (Image Entry, Inc.)",936931,1,1,,"inflated earnings by recording unearned revenue,  prematurely recording revenue and diverting expenses to other companies",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2480,2480,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Sourcecorp, Inc. (Image Entry, Inc.)",SOURCECORP INC,1092,"Sourcecorp, Inc. (Image Entry, Inc.)",936931,2002,12,12/31/02,2480,0,2002,"Sourcecorp, Inc. (Image Entry, Inc.)",936931,1,1,,"inflated earnings by recording unearned revenue,  prematurely recording revenue and diverting expenses to other companies",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2480,2480,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Sourcecorp, Inc. (Image Entry, Inc.)",SOURCECORP INC,1092,"Sourcecorp, Inc. (Image Entry, Inc.)",936931,2003,12,12/31/03,2480,0,2003,"Sourcecorp, Inc. (Image Entry, Inc.)",936931,1,1,,"inflated earnings by recording unearned revenue,  prematurely recording revenue and diverting expenses to other companies",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2480,2480,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Lernout & Hauspie Speech Products, N.V.",LERNOUT & HAUSPIE SPCH PD,709,"Lernout & Hauspie Speech Products, N.V.",1002131,1996,12,12/31/96,1648,0,1996,"Lernout & Hauspie Speech Products, N.V.",1002131,1,1,,fraudulent revenue recognition in Korean transactions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1648,1730,1729,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Lernout & Hauspie Speech Products, N.V.",LERNOUT & HAUSPIE SPCH PD,709,"Lernout & Hauspie Speech Products, N.V.",1002131,1997,12,12/31/97,1648,0,1997,"Lernout & Hauspie Speech Products, N.V.",1002131,1,1,,fraudulent revenue recognition in Korean transactions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1648,1730,1729,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Lernout & Hauspie Speech Products, N.V.",LERNOUT & HAUSPIE SPCH PD,709,"Lernout & Hauspie Speech Products, N.V.",1002131,1998,12,12/31/98,1648,0,1998,"Lernout & Hauspie Speech Products, N.V.",1002131,1,1,,fraudulent revenue recognition in Korean transactions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1648,1730,1729,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Lernout & Hauspie Speech Products, N.V.",LERNOUT & HAUSPIE SPCH PD,709,"Lernout & Hauspie Speech Products, N.V.",1002131,1999,12,12/31/99,1648,0,1999,"Lernout & Hauspie Speech Products, N.V.",1002131,1,1,,fraudulent revenue recognition in Korean transactions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1648,1730,1729,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
ArthroCare Corporation,ARTHROCARE CORP,120,ArthroCare Corporation,1005010,2005,12,12/31/05,3242,0,2005,ArthroCare Corporation,1005010,1,1,,premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3242,3242,3299,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
ArthroCare Corporation,ARTHROCARE CORP,120,ArthroCare Corporation,1005010,2006,12,12/31/06,3242,0,2006,ArthroCare Corporation,1005010,1,1,,premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3242,3242,3299,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
ArthroCare Corporation,ARTHROCARE CORP,120,ArthroCare Corporation,1005010,2007,12,12/31/07,3242,0,2007,ArthroCare Corporation,1005010,1,1,,premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3242,3242,3299,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"SCB Computer Technology, Inc.",SCB COMPUTER TECHNOLOGY INC,1045,"SCB Computer Technology, Inc.",1005268,1997,4,4/30/98,1622,0,1998,"SCB Computer Technology, Inc.",1005268,1,1,,"Overstated revenue, backdated.  Improper lease accounting treatment of unearned income and improper increase in the lease's residual value.  Failed to expense bonuses.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1622,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"SCB Computer Technology, Inc.",SCB COMPUTER TECHNOLOGY INC,1045,"SCB Computer Technology, Inc.",1005268,1998,4,4/30/99,1622,0,1999,"SCB Computer Technology, Inc.",1005268,1,1,,"Overstated revenue, backdated.  Improper lease accounting treatment of unearned income and improper increase in the lease's residual value.  Failed to expense bonuses.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1622,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"COHR, Inc.",COHR INC,282,"COHR, Inc.",1005123,1996,3,3/31/97,1718,0,1997,"COHR, Inc.",1005123,1,1,,"fictitious sales, improper capitalization of expenses, reduction of reserves and premature recognition of revenues",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1718,1791,1790,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Cylink Corporation,CYLINK CORP,336,Cylink Corporation,1005230,1997,12,12/31/97,1313,0,1997,Cylink Corporation,1005230,1,1,,premature recognition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1313,1577,1455,1313,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Endocare, Inc.",ENDOCARE INC,418,"Endocare, Inc.",1003464,2001,12,12/31/01,2464,0,2001,"Endocare, Inc.",1003464,1,1,,overstated revenue and understated or deferred expenses/ issued false press release ignoring auditor's concerns,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2464,2473,2464,2460,2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"21st Century Technologies, Inc.",21ST CENTURY TECHNOLOGIES,2,"21st Century Technologies, Inc.",1090870,2003,12,12/31/03,2869,0,2003,"21st Century Technologies, Inc.",1090870,1,1,,material omissions concerning certain of 21st Century’s reported investments,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2869,2868,2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"IMPATH, Inc.",IMPATH INC,600,"IMPATH, Inc.",1003114,1999,12,12/31/99,2219,0,1999,"IMPATH, Inc.",1003114,1,1,,phony accounting entries that artifically increased revenue and reduced operating expenses,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2219,2322,2316,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"IMPATH, Inc.",IMPATH INC,600,"IMPATH, Inc.",1003114,2000,12,12/31/00,2219,0,2000,"IMPATH, Inc.",1003114,1,1,,phony accounting entries that artifically increased revenue and reduced operating expenses,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2219,2322,2316,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"IMPATH, Inc.",IMPATH INC,600,"IMPATH, Inc.",1003114,2001,12,12/31/01,2219,0,2001,"IMPATH, Inc.",1003114,1,1,,phony accounting entries that artifically increased revenue and reduced operating expenses,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2219,2322,2316,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"IMPATH, Inc.",IMPATH INC,600,"IMPATH, Inc.",1003114,2002,12,12/31/02,2219,0,2002,"IMPATH, Inc.",1003114,1,1,,phony accounting entries that artifically increased revenue and reduced operating expenses,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2219,2322,2316,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"IMPATH, Inc.",IMPATH INC,600,"IMPATH, Inc.",1003114,2003,12,12/31/03,2219,0,2003,"IMPATH, Inc.",1003114,1,1,,phony accounting entries that artifically increased revenue and reduced operating expenses,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2219,2322,2316,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Gemstar-TV Guide International, Inc.",GEMSTAR-TV GUIDE INTL INC,506,"Gemstar-TV Guide International, Inc.",923282,1999,3,3/31/00,2125,0,2000,"Gemstar-TV Guide International, Inc.",923282,1,1,,"recorded revenue under expired, disputed or non-existent agreements; recorded amounts from related transactions as if they were not related; switched revenues from media and licensing sectors to IPG advertising sector",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2125,2531,2457,2431,2430,2388,2374,2177,2176,2125,2045,1937,1805,2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
"Gemstar-TV Guide International, Inc.",GEMSTAR-TV GUIDE INTL INC,506,"Gemstar-TV Guide International, Inc.",923282,2000,3,3/31/01,2125,0,2001,"Gemstar-TV Guide International, Inc.",923282,1,1,,"recorded revenue under expired, disputed or non-existent agreements; recorded amounts from related transactions as if they were not related; switched revenues from media and licensing sectors to IPG advertising sector",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2125,2531,2457,2431,2430,2388,2374,2177,2176,2125,2045,1937,1805,2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
"Gemstar-TV Guide International, Inc.",GEMSTAR-TV GUIDE INTL INC,506,"Gemstar-TV Guide International, Inc.",923282,2001,3,3/31/02,2125,0,2002,"Gemstar-TV Guide International, Inc.",923282,1,1,,"recorded revenue under expired, disputed or non-existent agreements; recorded amounts from related transactions as if they were not related; switched revenues from media and licensing sectors to IPG advertising sector",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2125,2531,2457,2431,2430,2388,2374,2177,2176,2125,2045,1937,1805,2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
"Eagle Building Technologies, Inc.",EAGLE BUILDING TECHNOLOGIES,398,"Eagle Building Technologies, Inc.",947431,2000,12,12/31/00,1509,0,2000,"Eagle Building Technologies, Inc.",947431,1,1,,fictitious sales,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1509,1778,1753,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"JDA Software Group, Inc.",JDA SOFTWARE GROUP INC,655,"JDA Software Group, Inc.",1006892,2008,12,12/31/08,3585,0,2008,"JDA Software Group, Inc.",1006892,1,1,,failed to properly record and report revenue from its software license sales and consulting arrangements in the correct accounting periods; failed to establish VSOE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3585,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"JDA Software Group, Inc.",JDA SOFTWARE GROUP INC,655,"JDA Software Group, Inc.",1006892,2009,12,12/31/09,3585,1,2009,"JDA Software Group, Inc.",1006892,1,1,,failed to properly record and report revenue from its software license sales and consulting arrangements in the correct accounting periods; failed to establish VSOE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3585,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"JDA Software Group, Inc.",JDA SOFTWARE GROUP INC,655,"JDA Software Group, Inc.",1006892,2010,12,12/31/10,3585,0,2010,"JDA Software Group, Inc.",1006892,1,1,,failed to properly record and report revenue from its software license sales and consulting arrangements in the correct accounting periods; failed to establish VSOE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3585,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
